word,count,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
college,1484,0.19511206,-0.16733998,0.42871618,0.15302558,0.15793307,0.122939624,0.19898875,-0.08588779,-0.16802488,0.29664207,0.1743832,0.09228594,0.16213399,-1.5053929,0.28690866
ad,1484,0.12812865,0.049908917,0.22893652,0.017075408,-0.15668643,0.064499415,-0.33545646,-0.39138153,0.09008776,0.050297745,0.28480846,0.13065453,0.12162149,-1.0160986,-0.18457805
presidential,1482,-0.35230094,0.0452696,-0.4289649,0.37879583,0.21596839,-0.18321344,-0.012599647,0.15112747,-0.61398387,0.11606924,-0.1705035,-0.025670815,0.1228369,-0.16960652,-0.19334652
society,1482,-0.1446073,0.26744464,0.50241506,0.039825965,-0.05872746,-0.041037016,-0.34595647,-0.11033223,-0.20687649,0.07918782,0.11468779,-0.24946381,-0.26179075,0.067750566,-0.2645584
information,1473,-0.41882187,-0.10942021,0.0060252114,0.053557914,0.31213108,-0.05433081,-0.1626563,0.51459247,0.02652233,-0.32892847,0.110871,-0.55281425,-0.12120811,-0.50523925,-0.25087136
louis,1472,-0.30396217,-0.52923936,0.24815404,0.15657035,-0.09194337,0.07643491,-0.13049664,0.3541755,-0.27625203,-0.12004693,-0.34051546,0.03128307,0.21920124,0.3251747,0.1249679
seeking,1462,-0.32935312,-0.24391557,-0.09224226,-0.2914951,0.24584931,-0.13938232,-0.3899989,0.025818426,0.3263455,0.12625049,-0.38097903,0.12410561,0.060677677,-0.1417975,0.008132719
waiting,1462,-0.28645316,0.74318045,-0.5649822,0.42545465,0.22561093,-0.13655366,-0.4642683,0.19882384,0.05773125,0.2448443,-0.35857728,0.28218332,0.00040814406,0.2047525,0.023988873
document,1461,-0.335451,-0.124363735,0.28012836,0.1845981,0.15758629,0.09652593,0.22977623,0.23837627,-0.023959246,-0.15953119,-0.3665975,-0.65761083,0.01470474,0.12430657,-0.23730488
prevent,1460,-0.43119842,0.25982925,0.45184878,-0.24353006,0.086414054,0.08623497,0.111093834,-0.13048911,0.12073139,-0.11813314,-0.22236112,0.12109032,-0.0303766,-0.1428685,-0.15315038
private,1458,0.001349344,-0.15277886,-0.108136475,-0.34554636,0.08886414,-0.028566055,0.09704859,0.32973254,-0.25323185,0.09931806,-0.06585677,0.05869165,0.009501676,-0.11393109,0.0017303736
restaurant,1458,0.34810722,-0.24444766,-0.29165152,-0.014252525,-0.28973576,0.09793227,0.12645796,0.1574141,-0.0375637,0.06317565,-0.07981517,0.058044706,0.0412497,-0.37363324,-0.2854233
sentenced,1455,-0.3331242,-0.1917053,-0.26051354,0.29432327,0.08373715,-0.05471068,0.5329806,-0.2918559,-0.47460786,-0.49903944,-0.17192316,-0.29452896,-0.5673986,-0.051993717,-0.20026444
although,1453,-0.061608896,-0.13680771,0.2523601,0.07010224,-0.11051813,-0.18932503,0.06696605,0.067893945,-0.2370432,-0.06336869,0.35891238,0.3492078,-0.062490184,-0.2079339,0.00046884737
signed,1452,0.011829748,-0.6669487,0.36648345,-0.16318397,0.03677735,0.1619735,0.19953951,-0.3105999,0.06175509,0.023399504,0.30456567,-0.02747367,-0.048159346,-0.16509306,-0.18556458
cancer,1445,0.17670983,0.11724855,-0.06686496,-1.1054821,-0.10231825,-0.0066587604,-0.4474145,-0.49174663,0.2664019,0.036419157,-0.034225423,-0.14294393,0.04102026,-0.054186404,-0.14061716
done,1444,0.042195752,-0.09753275,0.27320075,0.10571309,-0.07771643,0.035458256,0.03535251,0.34813154,0.085491076,-0.22867127,-0.27717218,0.0954888,-0.008357222,0.1020559,-0.21084644
science,1439,-0.15998408,0.435871,-0.15833566,-0.15988353,0.027920736,-0.11527903,-0.5200062,-0.38254714,-0.21840514,-0.8611918,0.14830786,0.10169808,0.10132976,-0.3029919,0.26286936
include,1439,-0.046542753,-0.8364351,0.37104392,0.22981332,0.04900649,-0.0041451845,0.04069133,0.060474437,0.22429039,-0.18205501,0.33550823,-0.042698532,-0.04525697,0.13632095,-0.16740358
legislative,1439,-0.01864389,-0.08051635,-0.15968469,-0.16314334,-0.11809893,0.26831707,-0.28105643,-0.1690618,-0.7019067,-0.79233193,0.04148224,-0.05589192,0.23585697,0.5282375,-0.10114991
friend,1438,-0.14169261,-0.7122627,0.1357451,-0.08908484,-0.03744642,0.025560006,0.21348538,0.13812149,0.3062708,0.1649461,0.12020194,0.116796836,0.005402038,-0.6215272,-0.27008682
there,1436,0.10713442,0.12129085,-0.45405805,-0.11138745,-0.17196299,0.086120896,-0.0039388896,-0.26336595,0.26268786,-0.06094443,0.1618151,-0.061074153,0.061497502,0.004132273,0.05482567
brady,1432,0.2564643,-1.112436,0.16694207,0.02801638,0.08689695,0.044968717,0.18577425,-0.017017545,0.0047230595,-0.06544298,0.040190596,-0.22942252,0.13422216,-0.06731619,-0.09970479
stay,1431,-0.0286799,0.087618224,-0.19440308,-0.57066274,0.13959703,0.07527069,-0.1944477,-0.35062537,-0.28403094,0.0073872264,0.087427,0.04816057,0.20044897,-0.06484017,0.13221814
really,1430,0.08340588,-0.11191747,0.13403387,-0.18379542,0.1188532,0.034376275,0.10635036,-0.6311404,-0.016790438,0.066790074,0.29168487,-0.15092258,-0.039815754,-0.4308807,-0.055683233
open,1430,-0.041709337,0.40738574,-0.117181346,0.25643742,-0.081568785,0.11079555,-0.1484667,0.053586174,-0.18730888,-0.0017520076,-0.040425397,-0.06418401,-0.09465672,0.34524566,-0.077555574
guilty,1428,-0.41171652,-0.4999051,0.098880515,-0.11335934,0.2752047,0.07992486,0.296902,-0.013962519,0.0626015,-0.3321987,-0.4874328,-0.39013466,-0.29400137,-0.029034356,-0.20062219
sunday,1426,-0.15557352,-0.029720446,0.25236303,0.04169375,-0.15185171,-0.13177125,-0.21652463,0.13880007,-0.14241935,-0.16783512,0.09429218,0.40098473,-0.008207757,-0.34697938,-0.27242786
term,1422,-0.11894325,-0.48088634,-0.092082046,0.07532152,0.106557,0.052864734,0.30168968,-0.3655918,-0.2837295,-0.06685741,0.021948585,0.42336357,0.18781477,-0.65474707,-0.18512212
word,1422,-0.41353709,0.04410679,0.59609807,-0.10172567,0.20026734,-0.041405845,-0.10251491,0.07269601,-0.4831636,0.29242966,0.1535615,-0.29912877,-0.13690673,-0.48397028,-0.34974533
working,1419,0.033135727,-0.12229838,0.20233598,0.41640025,-0.059354767,-0.21010484,0.14213273,-0.6562824,0.064946085,0.30971158,-0.15650891,-0.1670321,-0.10555922,-0.038113173,0.56612223
ground,1419,0.04644971,0.17789532,0.42464423,0.36343306,0.2541384,0.26229876,0.11513931,-0.039002318,0.15106797,0.11512422,-0.17845942,0.16800629,0.16692317,-1.4371244,0.060083278
activist,1418,-0.39109582,-0.50698626,-0.08043941,-0.14247753,-0.46244046,-0.22768174,-0.20977883,0.15001246,-0.3806321,0.0056458805,0.053141378,0.5201847,-0.05192843,0.2193093,-0.27401587
fear,1416,-0.13688445,0.16154227,-0.015483686,-0.039877243,0.0027757557,-0.08165996,0.0921511,-0.24406208,0.24643111,0.43048096,-0.07775702,0.03238796,-0.12897624,0.30766746,-0.25582007
toward,1414,0.20523609,0.11760688,-0.22595437,0.38068685,0.32409197,0.08853288,-0.505406,-0.37821144,-0.0073814755,-0.15174277,-0.31842995,0.030709904,0.08814084,0.080388695,-0.21761326
robert,1412,-0.1343276,0.22556327,0.008676732,-0.3580485,0.051815227,-0.0104313325,0.11536895,0.44241396,-0.23631051,0.027218489,0.117150754,0.094868496,0.055815123,-0.36741444,-0.23831134
opinion,1411,-0.054870687,-0.68629825,-0.3418812,-0.06973749,0.25475153,-0.1340415,-0.072320364,-0.2893818,0.34919202,-0.41031644,-0.09499069,0.14858486,0.045212545,-0.23842461,0.21219307
live,1410,-0.2949522,-0.35119143,0.31409997,0.38079393,0.19901277,-0.16508313,0.18579221,-0.4500684,-0.027514318,0.27182665,-0.11162673,0.12728474,-0.24236627,-0.13741721,0.20524977
david,1400,0.04502207,-0.29501048,0.07823752,-0.24494028,0.22365586,-0.054433446,0.26543486,-0.13263395,-0.16570517,0.010003493,0.22428538,0.04120938,-0.043959085,-0.78339714,0.0070200027
real,1399,0.15697499,-0.0037177445,0.15806404,0.13130789,0.019495891,0.015442641,0.014372719,-0.013450559,-0.18693534,0.09200723,0.078460775,-0.23847896,-0.005007559,-0.077397496,-0.25921983
age,1399,-0.18407904,-0.26156697,0.21690823,0.103078604,0.19203493,0.115109675,0.0764145,-0.07686773,0.16166343,0.2102558,0.14122199,-0.049264368,-0.055770118,-0.8941804,-0.19943705
hold,1398,-0.09383621,0.07982714,-0.09754955,-0.35374036,0.17930512,0.2131301,-0.3340898,0.09850023,-0.23726524,-0.47974035,0.0071203816,0.24272305,0.21976145,-0.42007992,-0.19693002
went,1398,0.10740406,0.5805608,-0.47620562,-0.2219324,0.1114626,-0.23960972,0.4210972,-0.11256754,0.21208206,0.20808992,0.013976277,-0.08066558,-0.16958882,-0.35334527,-0.23947948
issued,1394,-0.001889196,-0.14571296,0.3997304,-0.09455062,0.16448672,-0.07548326,0.004477253,0.0786943,-0.62043655,-0.016205003,-0.0539201,-0.23443346,0.004262284,0.18167856,-0.21099849
continue,1393,-0.19091292,0.20869362,-0.063861825,-0.0475377,-0.15995745,0.037426487,0.16956745,-0.44843116,0.23055026,0.41187218,0.0009612284,-0.061179675,0.025431918,-0.38621467,0.083377264
deportation,1392,-0.47184077,0.1805011,-0.67287046,-0.43079397,0.091402315,0.15318479,0.5499659,-0.7604144,-0.24728379,0.18870409,-0.3892417,0.18307045,-0.16560255,0.017712787,-0.29117417
half,1391,-0.09529021,0.25793356,-0.52591085,0.26379576,-0.014999422,0.07704268,-0.1369267,-0.42371175,0.09747893,-0.2192527,-0.1192551,0.03976565,0.04976364,0.034823816,0.51641375
visa,1390,-0.093168065,0.28416005,-0.09447348,-0.019243058,0.44705203,0.07253106,0.12562169,0.29656765,-0.6263721,-0.13723455,-0.07605226,-0.45793968,-0.39854136,-0.18122889,-0.1157112
fuel,1388,-0.01855675,0.20595835,0.26788813,-0.028584817,-0.3908094,0.05881986,0.49532267,-0.03347188,-0.24648862,0.17455018,0.107612304,-0.08218253,0.031465776,-0.33064452,-0.19023159
led,1388,-0.4641603,0.31464526,0.38757288,-0.18833797,0.09893566,0.029511692,-0.054817144,0.12983416,0.13638194,0.14084357,-0.04544165,-0.43809682,0.015191609,0.010484004,-0.25756207
kind,1386,0.0022728585,0.22201556,0.16593963,0.015232845,0.15866862,-0.026784088,0.0228746,-0.26158625,-0.3348959,-0.027308004,-0.055161357,-0.022128811,-0.20524275,0.41101775,0.46719438
threat,1385,0.19848107,-0.14516783,-0.7784274,-0.29926327,0.12781358,-0.09482878,0.04340812,0.73361266,0.0032347394,-0.33760688,-0.3629772,-0.25477648,-0.09659356,-0.0800487,-0.01976022
top,1382,0.27739373,0.13887976,-0.039306883,0.041174818,-0.04901365,-0.06123998,0.20093708,0.18827467,-0.19449753,-0.2003876,-0.087237164,-0.20958672,-0.039148282,-0.14342962,0.23963617
provide,1382,0.24194443,0.39202052,-0.31387082,-0.03996593,-0.017216608,0.08501076,0.22159246,-0.35895324,0.018424837,0.23165384,-0.45088637,-0.36275697,-0.1017622,0.11413006,0.23646483
park,1381,-0.5494549,0.14662829,-0.354822,0.001959416,0.113509804,0.09320834,0.15026592,-0.02890624,-0.13471156,-0.006064775,0.1817635,0.35135522,-0.029228508,-0.6907619,0.14010496
provision,1381,-0.10676981,0.4971784,0.2986298,-0.034442004,0.0011114934,0.10908554,-0.11549862,-0.15683669,-0.028791185,0.28631273,-0.20384192,-0.313037,-0.08069057,-0.124185115,-0.12902029
atlanta,1378,0.056976244,0.22798711,0.05108609,-0.051338866,0.042464953,-0.1952795,-0.013545229,0.08769216,-0.13415372,-0.034289192,0.1107973,-0.08585733,-0.1869678,0.11943429,0.5056437
kill,1376,0.00059526967,-0.017329372,0.38572133,-0.4414399,0.1280094,0.03844626,0.35043144,-0.15154018,0.04392811,-0.1287754,-0.07981066,-0.264894,-0.19038439,-0.28455687,-0.20360102
name,1374,0.23069128,-0.50332934,-0.10780274,-0.33596236,0.033558425,-0.1241996,0.05097816,0.15223706,-0.052420486,-0.012323536,0.025097938,0.23145646,-0.062764905,0.15852323,0.2660059
getting,1370,-0.04435329,0.03309489,-0.71760774,-0.2930729,0.07176967,0.06828556,0.21417475,-0.33939764,0.38815984,0.3013927,0.018791147,0.118994415,-0.021443456,-0.3963301,0.26338252
mexican,1369,-0.107545815,-0.6336029,-0.1335862,0.1264151,-0.068332076,-0.11942955,-0.20931067,-0.46924612,-0.06924005,0.046844337,-0.028020343,-0.21676417,-0.59508395,0.6387203,-0.049397174
different,1367,0.071900144,0.024234692,-0.652585,0.17809446,0.14744236,0.16107807,-0.20751588,-0.24803762,-0.07541894,-0.20962757,0.09178686,0.2509002,0.05081192,0.03486187,0.13112919
address,1366,-0.028125072,-0.4664984,0.06488121,0.2808603,-0.019755337,0.17298914,0.15917443,-1.0445133,-0.21831375,0.3256415,0.08322989,0.36236948,0.19592112,0.098214716,-0.011193614
standard,1364,0.042510055,-0.4784681,-0.052305926,0.39716867,-0.040994093,0.18900572,-0.2892684,-0.15663157,0.4864732,-0.20638885,-0.58468777,-0.24592505,0.16989477,-0.3556575,-0.18993847
consider,1362,0.18254566,-0.109302014,-0.20541276,0.16865654,-0.07556518,0.056643978,-0.04845282,0.10075319,0.14002249,-0.09143609,-0.29112372,0.07486607,-0.02689208,0.58983594,-0.18181804
james,1360,-0.10082951,-0.09611758,0.54387605,0.3812753,-0.008232564,-0.13004659,0.016706344,-0.041807372,-0.46033844,0.2712984,-0.365667,-0.11611933,-0.10665587,0.05635864,-0.067554064
expert,1359,0.11205871,0.6108545,-0.7397101,-0.08763971,0.15679868,-0.23033279,-0.27080452,-0.19677201,0.31619948,0.16310361,-0.13498424,-0.16717605,-0.092905626,-0.08523917,-0.19433111
july,1358,-0.08122345,-0.0014460955,-0.007886083,0.3371447,0.19306263,-0.0794177,0.07509628,-0.15762234,-0.1444344,-0.21121648,0.33152416,-0.60398054,-0.01908862,0.2372845,-0.19670694
small,1358,-0.06884433,-0.0045538056,-0.3763855,0.39462516,-0.1517388,0.12066933,0.26401448,0.17954133,-0.03961892,0.19354384,0.07962357,0.14646077,-0.27637243,0.10119897,0.15745933
response,1357,0.04448864,0.08166517,0.45327184,-0.036653403,-0.17185293,-0.016653115,0.23623295,-0.32430223,-0.15266612,-0.39236346,0.034310404,0.35956398,-0.034696396,-0.46675962,0.078731894
lobby,1354,-0.24151036,0.20009051,-0.06678174,-0.18624495,-0.21685512,-0.022891121,-0.12138889,-0.6053137,-0.26230133,-0.3016071,-0.06826231,0.18120182,0.3028549,-0.21596014,-0.15199873
run,1354,0.32391074,0.3276126,-0.3489612,-0.15814953,-0.13378352,-0.040309932,0.31383878,-0.3206488,-0.095919505,0.26564637,0.044870242,0.056821242,0.20315617,-0.77645123,-0.24712907
ever,1351,-0.30114433,0.047805216,-0.31199214,-0.40097603,-0.10707199,-0.09561858,0.5811238,0.45482427,-0.008027346,0.37773085,0.052212033,-0.14903449,-0.07105927,-0.05550213,-0.27183068
comment,1350,-0.1086834,-0.6709742,-0.14949344,0.34940532,-0.045231998,-0.052154973,0.09131344,-0.19685762,-0.18951464,-0.24308011,0.051456288,-0.120516285,0.22414806,0.07621668,0.08063994
west,1348,-0.3830586,0.25738642,0.6653025,-0.3782309,-0.43349466,-0.0061904914,0.15560152,0.027538091,0.054341774,0.059907664,0.2257203,0.19243245,-0.023835497,-0.09286721,-0.27068147
fire,1346,-0.3225505,0.053151656,-0.100506686,0.13315398,-0.16531141,-0.01209059,-0.013191539,0.43151155,0.27741688,-0.22166987,-0.0057275947,-0.16322082,0.07170221,-0.3563618,-0.18279463
review,1345,0.09630549,0.070210226,-0.76756513,0.019662999,0.21120018,0.17948176,-0.19926813,-0.3213576,-0.053510576,0.1850404,0.13745275,-0.50094634,0.19182572,0.12769876,-0.20274797
beach,1338,-0.16959207,-0.2522165,-0.07157526,-0.15411341,0.37676546,0.27318883,0.28639257,0.5830238,-0.18453735,0.19315188,-0.007865578,-0.12422665,-0.33649972,-1.232791,0.3000542
cannot,1335,0.40056488,0.59188277,0.3480501,0.32200268,0.007071615,0.16725498,-0.20469029,0.15059507,0.053660605,-0.09827421,-0.3465494,0.0035835211,-0.15444188,-0.8051513,-0.24036331
free,1332,0.28427964,-0.0084107155,0.29421052,0.03471047,-0.072464086,0.112343974,0.16490896,-0.34078363,-0.2684119,0.21945648,0.06576001,0.18185823,-0.039917767,-0.78033954,-0.123706706
someone,1331,-0.32094517,-0.38112247,0.25066274,0.34124988,0.18850422,0.112612255,0.102463886,-0.0563748,0.054428194,-0.21366625,-0.3583083,0.44190025,-0.16193353,-0.29884663,-0.241047
bear,1322,-0.73818576,0.2956399,0.06675112,-0.25097126,0.2939084,-0.24999808,-0.09805359,-0.08756708,-0.43983778,0.32247886,0.03757436,0.001436176,-0.12354359,0.06816966,-0.17937227
despite,1320,-0.12089882,0.4909168,-0.77784026,-0.32550544,-0.06965754,-0.035812724,0.060732633,0.1804584,-0.09831084,0.26430687,0.034045525,0.05857094,0.03741287,0.26213744,0.3974415
economic,1319,0.6292663,-0.44468498,-0.16436924,-0.7475496,-0.3440767,-0.02549206,-0.00082103815,-0.4284464,-0.827088,0.40974855,-0.3767416,-0.177716,-0.2924324,-0.21084455,0.21921295
population,1308,-0.069767214,0.41325042,-0.65185046,-0.02135092,-0.1506431,-0.21282646,-0.5964585,-0.41846225,-0.024076901,-0.065106966,0.30050763,0.13743958,0.011595361,-0.6782539,-0.10020126
favor,1308,-0.09668555,-0.40923482,0.078053705,-0.33929738,0.032451544,-0.30171186,-0.054709774,0.5445486,-0.29090887,-0.40451586,0.08464529,0.2824335,0.14410757,-0.0023016005,-0.17665921
war,1308,-0.21305571,-0.73060817,-0.3173015,-0.2535224,-0.175512,-0.16531536,0.1644917,0.6379383,-0.07065858,-0.14614798,0.17195718,0.091257356,-0.012272961,-0.009954194,0.16928409
april,1307,0.21810606,0.13324127,-0.44152457,-0.04483346,0.09168475,0.09396795,-0.11378732,-0.035848286,-0.18318352,-0.11918613,0.22408086,0.35664934,-0.14805147,-0.17455666,0.08950646
r,1305,-0.12015874,-0.4465805,0.2884581,0.09753251,-0.13639903,-0.26213413,-0.10435807,-0.2711324,0.18429,0.022035629,0.12748352,0.01678134,0.1697463,0.0046116523,-0.19881935
interview,1305,0.19926669,-0.0026338212,-0.28224346,0.20299101,-0.18467276,-0.27184525,-0.28034317,-0.4264742,-0.027413063,0.1489527,0.52969414,0.0051015993,0.10203681,-0.17341794,-0.23720059
illegally,1305,-0.35496244,-0.41026008,0.15402757,-0.055827178,0.13411388,-0.14159559,0.463064,-0.53871286,-0.13019753,-0.327594,-0.08557604,-0.09753418,0.09581779,-0.22975026,-0.113138825
try,1304,-0.043010548,0.4753614,-0.18314615,0.0077728583,0.22005546,-0.07215079,-0.08452326,0.12659754,0.2001404,0.29391417,-0.082761005,-0.051364753,-0.10326774,-0.22880687,-0.25525713
large,1304,0.2877089,0.123695016,-0.41802856,0.21012317,0.05630886,0.040632978,-0.027844645,-0.25443116,0.0041651716,-0.37998518,0.107392214,-0.17156655,-0.051530212,0.51449317,-0.23756003
attempt,1304,-0.2576633,-0.26093075,-0.9617882,0.010904895,-0.10748314,0.089950174,0.3415701,0.5408035,0.027556805,0.24423829,0.038043436,-0.20800126,0.25293946,-0.082067214,-0.2305494
die,1304,-0.61296815,0.36373013,0.27739644,-0.005080686,-0.1840765,-0.0044089183,0.16721971,-0.08322367,0.49047014,0.22594893,-0.16851611,-0.58032566,0.0067400984,-0.4543769,-0.23610668
massachusetts,1302,0.07303067,-0.9040471,-0.5567899,0.07616788,0.053209793,0.12927553,0.10092283,-0.3084211,0.003121019,0.04152305,-0.095470615,-0.19752194,0.13045837,0.86915255,-0.117525294
list,1300,0.12611817,0.21478957,-0.9331138,0.5043979,0.12507172,0.048781697,0.17278059,0.1448757,0.10306952,-0.11814143,0.11986793,-0.01479813,-0.008219758,-0.3929066,0.22036743
session,1297,-0.01587188,-0.48257852,-0.6478431,0.13058478,-0.08848907,-0.24114174,0.1244927,0.41491684,0.12868622,0.09956036,0.1726249,-0.08415142,0.17683822,0.06264395,-0.14939174
water,1296,-0.3541888,0.19018817,-0.47806004,-0.1667894,-0.112754576,0.12820855,0.23983346,0.21615043,0.23928167,0.26283368,-0.348021,-0.495894,0.059516493,-0.08166461,-0.29825243
failed,1295,0.16692203,0.15323752,0.09008929,0.2942417,0.11473154,-0.14244026,-0.1672004,0.2559454,-0.05295388,0.29406017,-0.10478539,-0.029474618,-0.17039049,-0.13641694,0.118575044
required,1294,-0.37087488,-0.34066078,-0.047666345,-0.10683685,0.14465667,0.17943133,-0.16031022,-0.06562132,0.57276374,0.12924397,-0.45937783,-0.2947123,-0.1323467,0.38501045,-0.19086672
begin,1292,-0.22889784,0.30229798,0.31509304,0.06733313,0.05002745,0.09809731,-0.28015393,0.271043,0.13687217,-0.36591244,-0.09469608,-0.16827022,0.17577404,-0.4520771,-0.2533573
data,1289,0.10431862,0.16796872,-0.40752292,0.22407533,-0.015981445,-0.084602475,-0.11495698,-0.3075751,-0.18601508,0.2922973,0.10179527,0.058952477,-0.03771226,-0.32201144,-0.23687048
seven,1286,-0.54125446,-0.40469486,-0.32652795,-0.21614906,0.17777468,0.0445837,0.3227634,0.069839306,-0.12646632,0.15609325,0.05993687,0.2420497,-0.004659947,-0.21481748,-0.1743574
start,1286,0.2783838,-0.22342595,-0.60457635,-0.694656,0.10226087,0.11872705,-0.095435694,0.0971631,0.056839515,0.17453726,0.3074857,-0.09164383,0.0077806404,0.262242,-0.2659627
story,1283,-0.28824905,-0.11944915,-0.21441679,0.25565413,0.0006111917,-0.28545287,-0.14211741,-0.17741841,-0.1458478,-0.13513629,0.28004608,-0.048009407,-0.21234612,0.034962237,0.45275864
agreed,1283,-0.22934346,-0.45775017,0.0062074037,-0.19770303,0.11000258,-0.18477817,-0.22017531,0.029993642,0.097428545,-0.30606407,-0.01825341,-0.20257458,-0.24194078,0.80156237,-0.20419893
press,1283,0.34868824,-0.20628199,-0.0049684164,0.057087608,-0.25588852,0.17260526,-0.0634876,-0.84361756,-0.23953603,0.19229494,0.325749,0.22354615,0.106148385,0.13052817,-0.0064470917
impact,1280,0.33552033,0.12457845,-0.019675842,0.26717684,-0.06872245,-0.10166504,-0.6166235,-0.3712099,0.3042987,0.49531478,0.011841198,0.103948325,-0.17790067,-0.019589206,-0.28795224
possible,1280,-0.055836417,0.42305785,0.15916073,-0.10251133,-0.26614743,-0.049783178,0.016911786,0.042448957,-0.23954156,0.22231917,-0.060957212,0.1507903,0.01574734,0.1685206,0.07489433
representative,1280,0.04151308,0.5830496,-0.18178868,0.13964808,0.13984428,-0.08390277,-0.21295823,0.11026981,-0.45440862,0.11679603,0.106851876,-0.27970648,0.16194162,-0.7154434,-0.28377333
final,1278,-0.39367208,-0.07296766,-0.40958756,0.060000382,-0.046070244,-0.001654969,0.3399544,-0.5697479,-0.19859627,0.004014744,-0.18824051,-0.056074288,0.087494664,0.6263704,-0.16060278
rather,1275,-0.17520964,-0.571906,0.4418309,-0.07803095,0.11137248,0.19798142,0.061435375,-0.59309864,0.0931803,0.34610325,-0.10364328,-0.05227614,0.27729675,-0.88345623,-0.23451084
post,1273,0.10005577,0.4056537,-0.32212225,0.28009117,0.1874184,-0.09202307,-0.26090792,-0.46258923,-0.24292794,-0.263356,0.14876528,0.19972104,-0.046465687,0.22239137,-0.035673343
economy,1268,0.67927915,0.123808526,0.14624536,0.33152175,-0.31169018,0.13168657,-0.6908846,-0.09214926,-1.3534405,-0.50149846,-0.63668317,0.4255562,0.2715857,0.04056849,-0.009757435
minnesota,1268,-0.041291893,-0.41740885,-0.011975722,0.01481005,0.14248002,0.24580204,0.044689037,-0.9620929,0.0031125254,0.04493681,0.2673444,0.108849555,0.17927895,-0.15852702,-0.15188001
son,1267,-0.15410149,-0.4137906,0.34958896,-0.037308007,0.03233125,-0.22603697,0.06614425,-0.17160082,-0.0041766954,0.13313574,-0.03691203,-0.18913116,0.0080051,0.32005385,-0.13029863
best,1265,0.4467386,0.10506839,-0.16855352,-0.60320556,0.11583248,0.13879389,-0.13379669,0.24901353,0.16265585,-0.2583205,-0.08761859,-0.123931274,0.03078368,-0.2882104,-0.24661572
became,1265,-0.45163283,-0.60692996,-0.0387004,-0.11209421,-0.11022333,-0.07423882,-0.21157117,0.6078562,-0.025099166,0.124408774,0.25916994,0.013267224,0.03614014,0.073672734,-0.041906122
wanted,1263,0.22466032,0.013581921,-0.03149493,-0.022980465,0.2538793,-0.48813087,0.021128537,-0.1998427,-0.18982992,0.23536308,-0.16174561,-0.058195837,-0.030351663,0.44942662,0.14981925
hundred,1261,-0.17903608,-0.34817076,0.0069905967,-0.35919133,-0.33167723,-0.056239415,-0.08587894,-0.55936575,-0.3588104,0.005473034,-0.10336019,0.5196017,0.0062094624,0.6414563,0.25779974
decided,1260,0.20605378,-0.8441125,0.20089412,0.1357132,-0.0010101263,0.1239515,-0.2733831,0.68795985,-0.19280429,-0.20519938,-0.12179186,0.12692592,0.18161921,-0.42348772,0.026831971
dozen,1259,-0.34043235,0.51379746,-0.049800206,-0.22917826,-0.14396021,-0.008067066,-0.01185958,-0.13742733,0.051944446,0.2793056,0.13084678,0.26003948,0.046681177,-0.24391317,-0.23803204
sent,1259,-0.284912,0.47907472,-0.19018,0.01195206,-0.01557693,0.03303707,0.029602984,0.18391427,-0.056127347,0.2529219,-0.32399446,-0.124977425,0.15076004,-0.2849422,-0.29891366
largest,1259,0.45842773,-0.10613501,0.14959925,-0.97340703,-0.0026984313,0.01859818,-0.12860705,-0.35058385,-0.29710954,-0.45550433,-0.17521116,0.18092427,0.15735863,-0.32043535,0.28117263
late,1254,-0.12916948,0.36079177,-0.020185817,0.27144364,0.1856893,-0.32727686,0.20309561,-0.14497273,0.24077424,-0.002411959,0.06460762,0.12906663,-0.062085953,-0.47691095,-0.19271329
interest,1247,0.503738,-0.36545232,0.18230075,-0.31136596,-0.07748052,-0.16594425,-0.9375972,0.16982827,0.18971403,-0.32919064,0.2808096,0.0116521055,0.19538352,0.2928185,0.22925527
mark,1242,-0.10287512,-0.29928052,-0.074183755,0.20009933,0.062714726,0.06058345,0.16965798,0.15335967,-0.028991656,-0.08923258,0.040791623,-0.06913878,0.19636412,-0.7689349,-0.24501348
feel,1238,-0.3064373,-0.18224323,0.40255603,-0.41067308,-0.20815812,-0.12967733,-0.41327727,-0.13809438,-0.25614452,0.33647805,0.11711432,0.31892005,-0.06366985,0.24561907,-0.2519877
wife,1237,-0.4441981,-0.6993343,-0.13627227,-0.00071369926,0.07500245,0.18930638,0.03506399,0.3458627,0.164378,0.18177268,0.28677055,-0.17743549,-0.082393914,-0.24139774,-0.058059953
earth,1236,-0.3198634,0.24124897,0.29653004,0.07158643,-0.16336378,0.048456818,-0.2070152,0.3151814,-0.643173,-0.22793166,0.124521255,-0.3154021,-0.073451914,0.041601084,-0.21720153
saturday,1236,0.48743746,-0.022394529,0.073246725,-0.17616963,0.0660007,-0.16380577,-0.2547499,-0.09175428,-0.23062605,-0.12119058,0.19294314,-0.055810716,0.13871633,-0.23628305,0.117760666
added,1234,-0.37819394,-0.090165205,0.10984602,-0.37456638,-0.3842562,-0.12636623,0.08133994,0.3573792,0.009370676,0.058891036,0.2110087,-0.33708647,0.26023296,-0.27365837,0.4301163
