word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
high,-0.076307856,0.070771895,-4.9911392e-05,0.060014695,-0.04481215,-0.08437999,0.07865386,-0.07795602,0.016179446,0.07581365,0.05596543,-0.08935416,0.0092076585,-0.10000981,0.0042033945
price,0.09956241,-0.098402455,0.040599175,0.050129812,-0.067492075,0.0166455,-0.053057104,-0.056589384,-0.1032889,-0.055723593,-0.05117269,-0.1220942,0.0020170738,-0.110579185,-0.0032503582
work,-0.041230943,-0.082715854,-0.11943341,-0.046372525,-0.09725393,0.006204126,-0.065492354,0.0851965,0.060519796,0.0686399,0.066868864,-0.004387881,0.04958791,-0.047809917,-0.0039140666
going,0.03597848,0.069139935,-0.07303557,0.10354895,-0.063537866,-0.023976406,-0.0016346488,-0.0703263,0.019878158,-0.06466645,-0.014149694,0.09742127,0.018390013,0.0442692,0.0045262896
senate,-0.11239154,-0.07608114,0.045625474,-0.099727266,-0.085576944,0.0028830555,-0.07956039,-0.05144502,-0.06916151,-0.09925161,-0.06732725,-0.08509089,0.0944485,0.040295154,-0.0061437804
research,0.050990738,-0.0724819,0.07665405,-0.08776853,0.009456966,-0.061308555,0.023439098,-0.060026202,0.061619166,-0.081278875,-0.074443,0.022974083,-0.06063562,-0.04783654,-0.0031906068
st,-0.020907814,-0.06719149,0.05808198,-0.0951955,-0.06286674,-0.01017532,0.048652798,-0.05153312,-0.021787882,-0.07587671,-0.012948945,0.10357573,0.042983327,0.04417299,0.005101357
student,-0.08194766,-0.07936467,0.008512289,0.0895934,-0.084057495,0.086403206,0.020932127,-0.08097226,-0.07558488,0.017704083,0.06249172,0.05155096,-0.07801082,-0.087467134,0.0018914333
come,0.044266574,-0.08571823,-0.016173104,0.061019987,-0.111986615,-0.034530967,-0.019825293,-0.061377972,-0.025048688,0.07719338,0.08867231,-0.019067343,0.047752608,0.061945617,0.0024363145
control,-0.07085319,-0.08770999,-0.043586943,0.055241115,-0.09524899,0.0724923,-0.08886764,-0.07096214,0.07970193,0.03264565,0.088476636,-0.11781275,0.018957568,0.08698319,-0.00041605948
proposal,0.0016365398,-0.082987174,-0.10330641,-0.021441467,-0.04149594,0.0635644,-0.11705586,-0.050283704,-0.07128596,-0.055815503,-0.089007236,0.05811292,0.06668231,-0.08707773,0.002296918
market,0.07863096,0.058445536,-0.06882816,-0.019143771,-0.10571097,0.05028555,0.034827992,-0.06612949,-0.105067395,-0.045052648,0.020262565,-0.05827641,-0.053975184,0.097891234,0.0025434676
used,0.1083891,-0.09143513,0.019760355,-0.10632682,-0.10373081,-0.0734531,-0.10956901,-0.07382991,0.06527954,-0.034471232,0.0010110405,0.0030707393,-0.07861536,0.042118564,0.006268441
measure,-0.047673777,-0.06835226,-0.092453875,-0.04848855,-0.08040423,0.06068828,-0.08761451,-0.062270712,-0.050926704,-0.10236809,-0.082041785,0.0450306,0.06410344,0.0908274,0.0018061771
legal,0.060455576,-0.07696561,0.09624022,-0.089023046,0.081348315,0.044713035,-0.10476492,-0.055847794,-0.08101992,-0.028184257,-0.069027856,-0.12388614,-0.10298068,0.075456776,0.0025084044
big,0.08065532,0.059552386,0.100295,0.09106387,0.08112088,-0.067540765,0.023930797,-0.055560306,-0.12930563,0.023852034,0.052669052,0.0409648,-0.024230298,-0.024710165,0.001219723
good,0.07453812,-0.09495389,0.048467617,0.059285678,-0.086201146,-0.11268742,0.10836705,-0.063727416,-0.03146213,0.047870416,-0.05929857,-0.031591352,0.109903224,0.10875226,-0.0050679687
smokefree,0.019838165,-0.0673826,-0.0437582,-0.12237466,-0.07327147,0.08608005,-0.0564016,-0.061346877,-0.084174,-0.02126167,0.069004335,0.10758613,-0.10127411,-0.08638794,0.003051931
damage,-0.04067813,0.0608765,-0.11347674,-0.03190076,0.07391339,-0.05850214,-0.08661218,-0.05530773,0.0031395464,-0.10865011,-0.070882395,-0.056777917,-0.07077403,-0.0680419,-0.001915546
whether,-0.06600687,-0.07750172,-0.120613575,-0.08187724,0.10178887,-0.11148009,-0.06204836,0.084820904,-0.041111726,-0.053428803,0.076738656,-0.0679805,0.10478338,0.059336476,0.004846592
building,-0.08119344,0.06677009,-0.057246625,-0.10221315,-0.026386142,0.07694143,-0.087459356,-0.064666964,-0.032677397,-0.043198954,0.07118656,-0.03891437,-0.027816989,-0.10679983,-0.005622646
show,-0.12511922,0.05788638,0.054602824,-0.050651304,-0.0130980145,-0.07943191,0.05137461,-0.069157846,0.04425653,-0.12763491,0.12555625,0.10377662,-0.046635054,0.028069267,0.0022027576
store,0.111372046,-0.06799216,-0.07159358,-0.09988123,-0.102986895,-0.09858444,0.08598831,-0.06395879,-0.08965935,0.0153020285,-0.09372816,0.028291956,-0.105552584,-0.11010783,0.0064200996
every,0.05681543,-0.083252385,0.052440394,0.10470644,0.07496522,0.078926794,-0.09978581,-0.06378167,-0.067316875,-0.00019936966,-0.012016818,0.07580126,-0.016788255,-0.004474565,-0.0032904297
think,-0.031886306,-0.08500915,-0.10391706,0.07720038,-0.058744363,-0.037571706,-0.04970999,-0.0605863,-0.09470029,0.06901011,0.052851222,0.08674467,0.10503469,0.08183434,0.0057627703
thursday,-0.08343785,-0.08221994,0.051373597,-0.09434389,0.076961406,-0.018930823,0.018459942,-0.06988855,0.0911817,-0.11154761,-0.03142091,-0.07814057,0.023211157,-0.016466433,-0.0015293949
know,-0.007082445,-0.08984106,0.11180624,-0.0011666169,-0.050354883,0.014371465,0.02524753,0.079141594,-0.01812081,0.09378041,0.030347789,0.005361839,-0.10148458,0.08290795,-0.003166038
policy,-0.07600839,-0.08213508,-0.020475397,-0.036812652,-0.06402317,0.117603704,-0.009673243,-0.06917981,-0.10726975,-0.13993606,-0.12439363,-0.11281889,-0.058858577,0.052240286,-0.00041685102
medical,0.0637359,-0.07046402,0.092046365,0.011180476,0.05664336,-0.0197847,-0.08636374,0.08471563,0.08292648,-0.059733916,-0.10637828,-0.08445467,-0.10821446,0.060453337,0.0054177092
congress,-0.02973776,-0.10722086,0.03387708,0.048573066,0.05909855,-0.043796707,0.033988073,-0.05060357,-0.06295655,-0.06676688,-0.06193999,-0.0014718175,0.099924095,-0.11696145,-0.005634254
support,-0.09009471,-0.090742595,-0.10234473,0.10342912,-0.094675906,-0.01081884,-0.02566652,-0.05742411,-0.072655454,0.06877677,-0.055342767,0.09435125,0.094876274,0.08374042,0.0034818675
life,-0.10867968,0.061610587,0.10929274,0.10064335,-0.051332332,-0.076027006,-0.10230234,-0.06876373,0.10361413,0.082884796,0.09250745,-0.051102184,-0.026699394,-0.05241447,7.4316515e-05
care,0.08547382,-0.07696525,0.100158006,0.049518574,0.015975123,-0.08131679,-0.018752161,-0.05441815,0.07591613,-0.11897357,-0.07915193,0.07191236,0.022036199,-0.06567075,0.0013168243
stop,0.023315776,-0.08415168,-0.022881426,0.040596638,0.016005883,-0.014125941,-0.02019513,-0.064277224,-0.069926724,0.082424134,-0.019357137,0.08307467,-0.034739066,-0.10838847,0.0034454144
legislation,-0.12689884,-0.088327155,-0.09410261,0.03546714,-0.10849797,0.10345261,-0.06354636,-0.05213213,-0.04262319,-0.0888274,-0.08466743,-0.1049408,0.09892734,0.051938385,-0.00052591716
young,0.0146570215,-0.07955034,0.041248947,0.03988541,-0.037481558,0.019304337,-0.08636211,-0.06457516,-0.010337174,-0.1255519,0.08510767,0.054000173,0.005196751,0.06708374,0.0010666546
number,-0.08318702,-0.08010056,0.01792149,0.077621706,-0.069846936,0.0012578978,0.103076525,0.076983765,-0.073449075,0.036295887,0.10438625,0.05285176,-0.011648468,-0.027626231,0.002586718
california,-0.050908253,0.07028985,0.08424416,-0.121967256,-0.017267434,0.068038285,-0.012390961,-0.07202434,0.07123926,-0.073600754,0.058597278,0.03112946,-0.07573779,-0.11726419,0.0029915334
habit,-0.061941683,-0.06829803,-0.11350598,0.09150765,-0.013502909,-0.009651801,-0.08542701,0.08457295,0.045049902,0.089630365,0.07648293,0.020223256,-0.09014654,0.016250227,-0.0039801034
rate,-0.038142253,-0.07914747,-0.10732805,0.058697626,-0.08527272,-0.050438806,-0.070171446,-0.07477617,0.05759527,-0.055914875,0.0840088,-0.025982786,-0.07805344,-0.12933485,0.0035014725
executive,0.087053746,-0.075987324,0.0969023,-0.10151962,0.026171973,0.055722468,0.0044912696,-0.060575876,-0.10330991,-0.026972106,-0.0039780624,-0.12186319,-0.04965012,0.054757588,-0.00015199604
farmer,0.06672233,0.08149542,-0.10897709,-0.064826,-0.06576737,-0.061626498,-0.06618119,-0.06800727,-0.06639807,-0.101549506,0.07112173,-0.07174262,-0.055867217,-0.11072258,-0.0063891225
committee,0.015909538,0.08036755,-0.075514235,-0.09997242,-0.093306184,0.06848795,-0.040869202,-0.052906636,-0.09403105,-0.015227872,-0.0705566,-0.1185533,0.092930794,0.037400912,-0.005282024
smoked,-0.08664349,-0.07594289,-0.048568968,-0.03203249,0.05633876,-0.10107336,-0.10625871,-0.08720816,0.055902943,0.06399046,0.08997187,0.09063979,-0.075670436,-0.10202951,-0.003576537
ordinance,-0.08491719,-0.07653147,-0.08216839,-0.10452078,-0.008401636,0.07299992,-0.079691716,-0.05833485,-0.08663712,-0.11849818,-0.12227424,-0.10548228,0.0638201,-0.087605804,-0.0037452767
brand,0.080685586,-0.08743719,0.07193557,-0.041174397,-0.092975445,-0.10543002,0.011212294,-0.052066404,-0.050983213,-0.10397309,0.02471725,-0.026183512,-0.098701194,0.07715612,-0.0026150749
clinton,-0.10181979,-0.083949074,0.015526356,-0.05790683,-0.11074692,0.0069837454,-0.111447856,-0.046214495,-0.071480595,-0.114909984,-0.0882252,0.08243762,0.11651951,-0.09012444,-0.0047580423
well,-0.08841425,-0.08092992,-0.07135155,0.058727223,0.09235736,0.07530557,0.103356525,-0.06122187,-0.045415487,0.009752676,0.07160631,0.021488782,-0.000553127,0.016112871,-0.0060967025
country,0.060444813,0.064281255,0.021874743,0.1219691,-0.06200722,0.039589442,-0.02725014,-0.06516438,-0.03973192,-0.057648342,-0.00068374415,-0.11606425,0.10166015,0.09061656,0.0023571143
five,0.066078745,-0.08752685,0.019570345,-0.100243255,-0.019914838,0.06412606,0.05021283,-0.06658827,0.081468545,0.014178942,-0.07468929,0.022154862,-0.06909997,-0.07224764,-0.0053615333
kid,-0.08868922,-0.07043534,0.108205,-0.014399964,-0.048739795,0.04613969,0.08732663,-0.06463357,0.09436671,-0.062466625,0.07331235,0.0872689,0.037607573,-0.1048089,0.0043282164
proposed,-0.030304875,-0.08849591,0.061296582,-0.11504319,-0.115499415,0.07472131,-0.08501387,-0.053985197,0.03342167,-0.046823576,-0.06371318,0.074260965,0.045915913,-0.057858337,0.0033193293
le,0.09008668,-0.09263115,-0.04412197,-0.038549833,-0.087884136,0.08501267,-0.12117321,-0.07390783,0.059069168,-0.07330162,-0.04227223,-0.0085698385,-0.01516747,0.07180295,-0.0031385138
office,0.024314005,-0.07385775,-0.0266233,-0.109876156,0.055025015,-0.08641632,0.071619086,-0.057740893,-0.10157169,0.07559986,0.09491085,0.10064008,0.05484102,-0.025863945,0.002133252
another,0.033659782,-0.08272417,0.059979536,0.05151368,-0.024038816,-0.06717455,0.007482019,-0.06751521,-0.05406456,0.075942345,-0.053570356,0.054448158,-0.007306582,-0.03555327,-0.004314257
already,0.029203324,-0.081826046,-0.04430439,0.06751791,-0.1023524,0.09972,-0.048767097,-0.06565039,0.012376228,-0.14002448,0.033302017,-0.10724726,0.046226107,-0.065535024,-0.00013423976
minnesota,-0.07674013,-0.07380344,0.023781126,-0.0943105,0.06368851,0.031031918,0.050140943,-0.052689534,-0.013146517,0.06302344,-0.052043203,0.021173477,0.063406326,-0.10670851,-0.0027778042
tuesday,-0.03791234,-0.08684444,-0.038866326,0.023639219,0.058118228,0.007706884,0.013197074,-0.061769675,-0.12194788,0.048924018,-0.09503073,0.07301278,0.11610196,0.04272491,-0.0051651276
suit,-0.1037846,-0.080290176,-0.08229675,-0.006839231,0.098114975,-0.09712634,-0.1234511,-0.05326737,-0.07198783,-0.02344011,0.06018147,-0.08405677,-0.035780855,-0.015691765,0.002795896
ago,-0.03781058,0.044924576,-0.043774385,-0.034030687,0.060385127,0.11790336,-0.08937013,-0.07294531,-0.116983145,0.032640055,0.08033297,0.059131943,-0.029189883,-0.1146904,0.0018622469
teen,-0.089129925,-0.072404526,0.060217295,0.04431227,-0.10767766,-0.012939437,0.120226964,-0.06905156,-0.015951129,-0.03659594,0.076388076,-0.11056226,0.094226435,-0.111333035,0.0021328481
adult,-0.064639345,-0.07709655,-0.053731162,0.05692804,-0.07344862,0.0017550739,0.038440198,-0.07282829,0.043751027,0.07734899,0.06907899,-0.019388072,-0.09522615,-0.028489703,0.002209415
decision,-0.07115281,0.07167052,-0.10790585,0.09074099,0.1041107,-0.10614585,-0.1176615,-0.05144328,-0.06965321,0.079006486,0.011209051,0.06729361,0.032334503,-0.11461869,0.0046134847
long,0.061295867,-0.08091665,0.108986765,0.056433115,-0.039505888,0.010354122,-0.080278814,-0.072272345,-0.03867871,-0.026902385,0.10273611,0.07268804,-0.059585452,-0.065358296,0.003813754
back,0.090786606,-0.087762825,0.07175833,-0.025624458,-0.036630753,-0.095684096,0.0686447,-0.07064644,-0.06567208,0.08721817,0.085695066,-0.08118955,0.024395553,0.044746447,0.0010096005
heart,-0.1055385,-0.06688759,-0.051749475,-0.12049529,-0.056466285,-0.068106286,-0.048695542,-0.070112124,0.09787087,-0.08179057,-0.101925984,-0.034499254,-0.07605106,0.011388586,-0.0061168275
need,0.090170905,0.067896746,-0.03974917,0.101607025,-0.03906451,-0.10724948,-0.02825034,-0.06361945,-0.036779433,0.09271999,-0.04429105,0.038498618,0.01068963,-0.02968014,0.00021765057
nonsmoker,0.024234375,-0.07381511,-0.05236549,0.071482055,-0.06216747,0.04564182,0.004999629,-0.066689745,0.058876548,0.030772293,-0.11675814,-0.018395714,-0.093137935,-0.014182068,0.0026575234
wednesday,0.08247142,-0.0926938,-0.043153748,-0.09742027,0.08865927,-0.12643918,0.084988125,-0.059013065,-0.06686736,-0.08919508,0.061931103,0.099450886,0.037574176,0.001980952,-0.0028467781
thats,-0.015854597,0.058772087,0.07607688,-0.058150366,-0.08089241,0.033208925,0.011205624,0.08322088,0.07823512,0.052727353,-0.013424301,0.05821775,-0.09805659,-0.070554055,0.0021967206
put,0.050752364,-0.0884279,-0.039121773,0.102351986,0.040767606,-0.062862225,0.09854396,-0.06642149,0.0383325,0.07115163,-0.1291511,-0.049442027,0.085381724,-0.052662402,-0.004920604
owner,0.10316683,-0.07419037,-0.10652782,0.040508997,0.093667075,-0.01101449,0.078839116,-0.06583824,-0.10062507,0.03620459,-0.085876584,0.072317466,-0.04703234,-0.104952976,-0.0014371163
director,-0.042293213,0.06844446,-0.12505509,-0.09216553,-0.08055466,0.109962374,-0.09924646,-0.07060153,0.014826001,0.04513462,0.107201405,0.035408556,-0.099796295,0.053858154,-0.0017363905
least,-0.001668246,-0.08285095,0.08458646,0.061325714,-0.0038781932,0.045721203,-0.00984487,-0.07012241,-0.024528192,-0.009929879,0.019168178,-0.073351055,-0.07816658,0.08232854,-0.0010113579
district,-0.099655315,-0.06993462,-0.10197398,-0.027269363,0.086278185,0.050693028,0.058419377,-0.055620853,-0.031205565,-0.121617906,0.028385162,-0.005410871,0.009898794,0.045935597,0.00034671498
monday,0.051167175,0.05437854,0.069326684,-0.08896287,0.023116497,0.09642642,-0.07110198,-0.06257004,-0.071515605,-0.12713568,-0.026409836,-0.07593217,0.08393945,-0.05441943,0.0028666055
minor,-0.12737902,-0.07328703,0.017821392,-0.09714937,0.00019879985,0.07199025,0.10229353,-0.05297533,-0.015356403,-0.10913852,-0.0041870046,-0.08713371,0.017203175,-0.08974103,0.0037578614
problem,-0.013048535,0.0683485,0.046190165,0.110733725,0.061577346,0.07331434,0.08517286,-0.07383475,0.047786523,-0.06970553,-0.10258825,0.016025573,-0.10241,0.064418964,-0.00519898
thing,-0.005682743,-0.08084903,0.06321568,0.06831831,0.068639256,-0.1375079,-0.0076963156,0.092710234,-0.056771804,0.033263557,0.11164604,0.04785519,0.09925416,-0.051170923,0.004822641
see,0.07260085,0.06376024,0.0657659,-0.066105746,-0.066732556,-0.040495045,-0.11157086,-0.058646794,0.09442326,-0.14775713,0.058119122,0.04022659,0.08380675,-0.029144324,0.0057558804
major,0.09615887,0.054671753,-0.114632845,0.09124777,0.066514924,-0.004362353,0.11082873,-0.057429463,-0.030705778,-0.12905522,0.032332484,-0.0771086,-0.016561436,-0.079319224,-0.0059839245
regulation,-0.024484385,0.07890961,-0.06160902,-0.039113868,0.07688202,0.044805404,-0.08900948,-0.055378847,-0.0097630555,0.09434148,-0.062442377,0.011341214,-0.02276377,-0.028667815,-0.0024425185
fund,0.085788526,-0.080663465,0.035911918,0.015046154,0.046921637,-0.09949031,-0.087558486,-0.056004055,-0.08182394,0.009087104,-0.036259606,-0.038361162,0.00264088,-0.10955088,0.0033241217
former,-0.015343818,-0.07518798,0.100100406,0.016379768,0.048694357,-0.067775205,-0.044307567,-0.058381043,0.09208705,0.09065419,-0.046018627,-0.00897648,0.039391223,-0.09777767,-0.0044345437
never,-0.085746266,-0.084300645,0.10512193,0.018184524,0.09725527,-0.100821465,0.060609303,-0.05920695,0.0032760198,0.08858351,0.03356305,0.040640585,0.014511239,-0.11023947,-0.002774491
give,0.040858693,0.08200705,-0.039409082,0.059899624,-0.08050716,0.08850468,0.046865582,-0.065085456,-0.11973924,0.10218983,-0.023723358,0.03178881,-0.010264583,-0.064315446,-0.0021466345
four,0.07322326,-0.093402624,-0.10123778,-0.01118679,0.050548073,-0.0010970174,-0.0315044,-0.055095956,0.029465688,0.10698103,-0.10840711,0.06489953,-0.09535455,-0.03869261,-0.0009932268
researcher,-0.060367443,-0.068562165,0.018173816,-0.09769594,-0.07054022,-0.10618118,-0.016369438,0.07849747,0.06120972,0.07041188,0.036986522,-0.091709405,-0.08789792,-0.08597302,-0.0028500557
marketing,0.08939181,-0.075555846,0.071947224,-0.10408408,0.005695905,0.03989854,-0.08588978,-0.05230213,-0.029970624,-0.10021883,-0.09714579,-0.091569744,-0.09243612,0.09209857,-0.005692307
friday,-0.0047133793,0.060042948,0.073720105,-0.095116645,0.104040205,-0.05128505,-0.10362704,-0.06152318,0.078005716,-0.038463026,-0.13825162,-0.10287547,-0.004577228,-0.10442363,0.0013655788
document,-0.072073355,-0.07227837,0.07351207,-0.071622916,0.06817926,-0.03683565,0.029727928,-0.054657824,-0.110304214,-0.08244166,-0.04174413,-0.08418597,0.054118898,-0.097094096,-1.1825081e-05
filed,-0.105987735,0.047931228,0.032663696,-0.0837625,0.08471706,-0.09103161,0.06567909,-0.057177752,-0.024843663,-0.09395122,-0.0883968,-0.09257813,-0.07869864,0.078150496,-0.0002967227
age,-0.10357514,-0.06465202,-0.07816258,-0.106372684,-0.034815926,0.06529446,0.046078723,-0.07350511,0.0624696,0.020491268,0.07026972,-0.115637556,-0.061237082,-0.11227549,0.0022514837
deal,0.05913901,0.06321187,0.009029477,0.03343135,0.043528397,-0.08569328,0.042982627,-0.061335713,-0.08639415,0.06861621,-0.08890607,0.072122104,0.090974845,-0.024650557,-0.0024586597
jury,-0.027401213,-0.08578147,-0.04334636,-0.09767911,0.09399255,-0.0578338,-0.07973052,-0.064995565,-0.07649098,-0.105843164,-0.062146846,-0.074515834,-0.08356016,-0.09893589,0.0057994896
share,0.09229297,-0.09661359,-0.12560143,0.083106875,-0.13036299,-0.10685285,-0.110750936,-0.055263374,-0.078635596,-0.033328597,-0.07807336,-0.028146166,-0.008193536,-0.115674645,0.003201786
might,-0.12941131,0.06492776,0.03965944,0.06666609,-0.09328735,0.08797765,-0.098972395,-0.061803773,0.004990331,0.05780833,0.07179613,0.09902105,0.09110355,0.01706046,0.0036372605
appeal,-0.055335183,-0.07825503,0.048777744,0.04947135,0.096737035,-0.0422212,-0.12382266,-0.05290871,-0.084057115,-0.05471439,-0.056233477,-0.101135,-0.0945537,-0.011544845,-0.0023241478
fda,-0.09111957,0.05972387,-0.004740756,-0.116261035,0.101401486,0.07196465,0.033040617,-0.052443992,0.059500303,-0.046779193,-0.09645971,-0.040750265,-0.07727589,-0.10444388,-0.005798303
vote,-0.112491965,-0.07850713,0.054031264,-0.09863688,-0.091879405,-0.05736203,-0.10074205,-0.053633876,-0.093743995,-0.11262993,-0.057271954,-0.070958786,0.10922069,0.066960946,0.0056892214
cut,0.07286627,0.07610922,-0.11280179,-0.08853681,-0.088767454,0.044712618,-0.06667026,-0.062777184,-0.04160555,-0.071760684,-0.087309845,0.06361589,0.07662911,-0.04164848,-0.00288338
washington,-0.11613654,0.08026069,-0.003539462,-0.0994909,0.081444375,-0.049591023,-0.057260733,-0.053989735,0.071311444,-0.06134523,0.029965535,0.08400104,0.12625833,-0.0030847536,-0.0050311796
local,0.01651304,-0.08325024,-0.08413288,-0.026562026,-0.059826583,-0.08689307,-0.045861058,-0.051321413,-0.00564251,0.08746929,0.03783971,0.074123204,0.07559638,-0.10582565,-0.0026691996
cent,0.08527365,-0.09205713,-0.11270121,0.07359902,-0.0746539,-0.035114586,-0.07732015,-0.054507256,-0.07788426,-0.08986456,-0.07012562,0.07733707,-0.063764945,-0.09653176,-0.0022088133
keep,0.10447694,-0.09367244,0.06968219,-0.11373852,-0.015487091,0.003198504,0.031601243,-0.05874595,0.040642653,0.032741535,-0.05475784,0.021116277,-0.09274771,-0.017876416,0.001687496
air,-0.01511084,-0.066541225,-0.043996084,-0.12280902,-0.047037896,-0.045749877,-0.12513845,0.09076955,0.11917458,0.046699733,0.08399385,0.035782702,-0.025861232,0.07010971,-0.0015943756
